Date,USD
11/06/2017,0.75325
12/06/2017,0.75435
13/06/2017,0.75383
14/06/2017,0.75809
15/06/2017,0.75846
16/06/2017,0.76054
17/06/2017,0.76054
18/06/2017,0.76054
19/06/2017,0.76158
20/06/2017,0.76026
21/06/2017,0.75634
22/06/2017,0.75405
23/06/2017,0.75677
24/06/2017,0.75677
25/06/2017,0.75677
26/06/2017,0.75736
27/06/2017,0.76105
28/06/2017,0.75904
29/06/2017,0.76762
30/06/2017,0.76843
1/07/2017,0.76843
2/07/2017,0.76843
3/07/2017,0.76569
4/07/2017,0.76082
5/07/2017,0.75952
6/07/2017,0.7586
7/07/2017,0.7605
8/07/2017,0.7605
9/07/2017,0.7605
10/07/2017,0.75918
11/07/2017,0.76094
12/07/2017,0.765
13/07/2017,0.77299
14/07/2017,0.776
15/07/2017,0.776
16/07/2017,0.776
17/07/2017,0.78308
18/07/2017,0.79334
19/07/2017,0.79363
20/07/2017,0.79152
21/07/2017,0.79203
22/07/2017,0.79203
23/07/2017,0.79203
24/07/2017,0.79449
25/07/2017,0.79589
26/07/2017,0.79119
27/07/2017,0.80003
28/07/2017,0.79616
29/07/2017,0.79616
30/07/2017,0.79616
31/07/2017,0.79705
1/08/2017,0.79741
2/08/2017,0.79673
3/08/2017,0.79368
4/08/2017,0.79715
5/08/2017,0.79715
6/08/2017,0.79715
7/08/2017,0.79127
8/08/2017,0.79384
9/08/2017,0.78843
10/08/2017,0.78802
11/08/2017,0.78633
12/08/2017,0.78633
13/08/2017,0.78633
14/08/2017,0.7872
15/08/2017,0.78398
16/08/2017,0.78575
17/08/2017,0.79269
18/08/2017,0.79164
19/08/2017,0.79164
20/08/2017,0.79164
21/08/2017,0.793
22/08/2017,0.79069
23/08/2017,0.78997
24/08/2017,0.78965
25/08/2017,0.79147
26/08/2017,0.79147
27/08/2017,0.79147
28/08/2017,0.79458
29/08/2017,0.7973
30/08/2017,0.79355
31/08/2017,0.78749
1/09/2017,0.79356
2/09/2017,0.79356
3/09/2017,0.79356
4/09/2017,0.79579
5/09/2017,0.79788
6/09/2017,0.79747
7/09/2017,0.80202
8/09/2017,0.81043
9/09/2017,0.81043
10/09/2017,0.81043
11/09/2017,0.80436
12/09/2017,0.80373
13/09/2017,0.80347
14/09/2017,0.79888
15/09/2017,0.80229
16/09/2017,0.80229
17/09/2017,0.80229
18/09/2017,0.79936
19/09/2017,0.79979
20/09/2017,0.80633
21/09/2017,0.79356
22/09/2017,0.79682
23/09/2017,0.79682
24/09/2017,0.79682
25/09/2017,0.79554
26/09/2017,0.78874
27/09/2017,0.78514
28/09/2017,0.78238
29/09/2017,0.78315
30/09/2017,0.78315
1/10/2017,0.78315
2/10/2017,0.78106
3/10/2017,0.7815
4/10/2017,0.78653
5/10/2017,0.78202
6/10/2017,0.77736
7/10/2017,0.77736
8/10/2017,0.77736
9/10/2017,0.77572
10/10/2017,0.77842
11/10/2017,0.77901
12/10/2017,0.78129
13/10/2017,0.78316
14/10/2017,0.78316
15/10/2017,0.78316
16/10/2017,0.78708
17/10/2017,0.78425
18/10/2017,0.7828
19/10/2017,0.7872
20/10/2017,0.78499
21/10/2017,0.78499
22/10/2017,0.78499
23/10/2017,0.78173
24/10/2017,0.778
25/10/2017,0.77117
26/10/2017,0.77079
27/10/2017,0.76369
28/10/2017,0.76369
29/10/2017,0.76369
30/10/2017,0.76657
31/10/2017,0.76515
1/11/2017,0.76718
2/11/2017,0.77032
3/11/2017,0.76772
4/11/2017,0.76772
5/11/2017,0.76772
6/11/2017,0.76653
7/11/2017,0.76509
8/11/2017,0.76785
9/11/2017,0.76796
10/11/2017,0.76686
11/11/2017,0.76686
12/11/2017,0.76686
13/11/2017,0.76403
14/11/2017,0.7646
15/11/2017,0.75985
16/11/2017,0.75908
17/11/2017,0.75454
18/11/2017,0.75454
19/11/2017,0.75454
20/11/2017,0.75558
21/11/2017,0.75766
22/11/2017,0.75785
23/11/2017,0.76281
24/11/2017,0.76208
25/11/2017,0.76208
26/11/2017,0.76208
27/11/2017,0.76341
28/11/2017,0.76112
29/11/2017,0.75683
30/11/2017,0.75669
1/12/2017,0.75734
2/12/2017,0.75734
3/12/2017,0.75734
4/12/2017,0.76131
5/12/2017,0.76373
6/12/2017,0.7592
7/12/2017,0.75156
8/12/2017,0.75173
9/12/2017,0.75173
10/12/2017,0.75173
11/12/2017,0.75258
12/12/2017,0.75709
13/12/2017,0.75701
14/12/2017,0.76657
15/12/2017,0.76752
16/12/2017,0.76752
17/12/2017,0.76752
18/12/2017,0.76631
19/12/2017,0.76743
20/12/2017,0.76781
21/12/2017,0.76752
22/12/2017,0.77178
23/12/2017,0.77178
24/12/2017,0.77178
25/12/2017,0.77178
26/12/2017,0.77178
27/12/2017,0.77664
28/12/2017,0.77847
29/12/2017,0.78151
30/12/2017,0.78151
31/12/2017,0.78151
1/01/2018,0.78151
2/01/2018,0.78278
3/01/2018,0.78382
4/01/2018,0.78354
5/01/2018,0.78413
6/01/2018,0.78413
7/01/2018,0.78413
8/01/2018,0.78311
9/01/2018,0.78284
10/01/2018,0.78435
11/01/2018,0.7864
12/01/2018,0.78725
13/01/2018,0.78725
14/01/2018,0.78725
15/01/2018,0.79545
16/01/2018,0.79524
17/01/2018,0.79685
18/01/2018,0.7991
19/01/2018,0.80088
20/01/2018,0.80088
21/01/2018,0.80088
22/01/2018,0.80061
23/01/2018,0.7972
24/01/2018,0.80679
25/01/2018,0.80785
26/01/2018,0.80858
27/01/2018,0.80858
28/01/2018,0.80858
29/01/2018,0.80898
30/01/2018,0.80945
31/01/2018,0.81116
1/02/2018,0.80035
2/02/2018,0.79923
3/02/2018,0.79923
4/02/2018,0.79923
5/02/2018,0.79418
6/02/2018,0.79418
7/02/2018,0.79418
8/02/2018,0.79418
9/02/2018,0.79418
10/02/2018,0.79418
11/02/2018,0.79418
12/02/2018,0.79418
13/02/2018,0.79418
14/02/2018,0.79418
15/02/2018,0.79418
16/02/2018,0.79418
17/02/2018,0.79418
18/02/2018,0.79418
19/02/2018,0.79418
20/02/2018,0.79418
21/02/2018,0.79418
22/02/2018,0.79418
23/02/2018,0.79418
24/02/2018,0.79418
25/02/2018,0.79418
26/02/2018,0.79418
27/02/2018,0.79418
28/02/2018,0.79418
1/03/2018,0.79418
